timestamp,open,high,low,close,volume
2026-06-01 12:00:00,24175.21,24184.86,24173.28,24183.36,1636
2026-06-01 12:05:00,24183.36,24183.5,24146.71,24146.96,1791
2026-06-01 12:10:00,24146.96,24162.02,24136.97,24146.63,1198
2026-06-01 12:15:00,24146.63,24147.17,24106.59,24128.76,2089
2026-06-01 12:20:00,24128.76,24130.93,24114.42,24127.32,1576
2026-06-01 12:25:00,24127.32,24149.56,24127.25,24146.5,1939
2026-06-01 12:30:00,24146.5,24148.02,24120.88,24132.78,793
2026-06-01 12:35:00,24132.78,24145.4,24108.13,24120.75,697
2026-06-01 12:40:00,24120.75,24146.18,24116.76,24142.67,686
2026-06-01 12:45:00,24142.67,24164.84,24134.81,24149.48,2950
2026-06-01 12:50:00,24149.48,24170.91,24143.0,24165.46,988
2026-06-01 12:55:00,24165.46,24173.73,24146.65,24160.6,2885
2026-06-01 13:00:00,24160.6,24177.61,24153.06,24169.27,1938
2026-06-01 13:05:00,24169.27,24184.67,24164.27,24181.46,2287
2026-06-01 13:10:00,24181.46,24182.53,24141.67,24150.67,2556
2026-06-01 13:15:00,24150.67,24162.1,24141.09,24153.42,2755
2026-06-01 13:20:00,24153.42,24175.49,24151.38,24164.53,1996
2026-06-01 13:25:00,24164.53,24181.36,24153.58,24179.79,1456
2026-06-01 13:30:00,24179.79,24201.6,24173.03,24193.01,2027
2026-06-01 13:35:00,24193.01,24201.68,24168.95,24172.66,900
2026-06-01 13:40:00,24172.66,24197.17,24152.2,24180.19,1545
2026-06-01 13:45:00,24180.19,24190.74,24178.03,24182.83,2574
2026-06-01 13:50:00,24182.83,24196.15,24180.45,24183.07,952
2026-06-01 13:55:00,24183.07,24232.07,24168.93,24232.03,1046
2026-06-01 14:00:00,24232.03,24233.74,24226.36,24231.82,2268
2026-06-01 14:05:00,24231.82,24232.97,24222.47,24225.54,801
2026-06-01 14:10:00,24225.54,24232.53,24207.99,24217.4,627
2026-06-01 14:15:00,24217.4,24229.47,24196.64,24211.24,1069
2026-06-01 14:20:00,24211.24,24232.39,24199.49,24222.67,1909
2026-06-01 14:25:00,24222.67,24230.61,24205.11,24209.16,745
2026-06-01 14:30:00,24209.16,24217.6,24179.72,24184.36,1420
2026-06-01 14:35:00,24184.36,24200.2,24182.6,24193.61,535
2026-06-01 14:40:00,24193.61,24214.1,24185.02,24203.88,1471
2026-06-01 14:45:00,24203.88,24229.65,24185.88,24215.61,2482
2026-06-01 14:50:00,24215.61,24220.42,24198.8,24214.89,2861
2026-06-01 14:55:00,24214.89,24225.04,24209.53,24221.32,1181
2026-06-01 15:00:00,24221.32,24231.13,24212.25,24212.83,2095
2026-06-01 15:05:00,24212.83,24217.78,24181.99,24193.43,1719
2026-06-01 15:10:00,24193.43,24197.37,24171.41,24186.39,768
2026-06-01 15:15:00,24186.39,24187.35,24168.7,24173.08,2310
2026-06-01 15:20:00,24173.08,24174.11,24154.27,24158.81,1512
2026-06-01 15:25:00,24158.81,24188.34,24155.73,24174.4,1641
2026-06-01 15:30:00,24174.4,24202.81,24171.0,24191.41,2794
2026-06-01 15:35:00,24191.41,24221.92,24186.08,24221.14,1496
2026-06-01 15:40:00,24221.14,24228.48,24208.74,24215.03,2135
2026-06-01 15:45:00,24215.03,24228.1,24203.8,24225.83,2570
2026-06-01 15:50:00,24225.83,24230.55,24191.31,24219.99,1015
2026-06-01 15:55:00,24219.99,24226.61,24218.66,24221.5,2805
2026-06-01 16:00:00,24221.5,24226.23,24220.48,24222.76,2927
2026-06-01 16:05:00,24222.76,24236.72,24220.32,24234.68,2136
2026-06-01 16:10:00,24234.68,24259.17,24224.37,24255.14,784
2026-06-01 16:15:00,24255.14,24270.17,24253.28,24265.79,1275
2026-06-01 16:20:00,24265.79,24302.61,24254.64,24293.78,1325
2026-06-01 16:25:00,24293.78,24302.35,24265.86,24278.93,912
2026-06-01 16:30:00,24278.93,24283.49,24276.86,24277.31,2392
2026-06-01 16:35:00,24277.31,24292.94,24271.82,24286.21,1622
2026-06-01 16:40:00,24286.21,24297.2,24248.01,24254.04,536
2026-06-01 16:45:00,24254.04,24281.83,24244.04,24274.95,2826
2026-06-01 16:50:00,24274.95,24277.31,24267.5,24267.61,2403
2026-06-01 16:55:00,24267.61,24298.27,24260.02,24284.37,2724
2026-06-01 17:00:00,24284.37,24293.22,24276.03,24276.96,1350
2026-06-01 17:05:00,24276.96,24289.46,24276.83,24281.78,895
2026-06-01 17:10:00,24281.78,24314.24,24274.84,24303.47,1562
2026-06-01 17:15:00,24303.47,24315.59,24295.39,24315.48,2945
2026-06-01 17:20:00,24315.48,24331.41,24275.07,24277.86,1250
2026-06-01 17:25:00,24277.86,24296.04,24272.78,24292.32,2042
2026-06-01 17:30:00,24292.32,24295.78,24258.44,24266.41,1717
2026-06-01 17:35:00,24266.41,24276.8,24257.91,24262.21,1010
2026-06-01 17:40:00,24262.21,24272.99,24250.27,24265.56,2310
2026-06-01 17:45:00,24265.56,24268.36,24235.1,24248.38,590
2026-06-01 17:50:00,24248.38,24258.93,24219.85,24234.13,1253
2026-06-01 17:55:00,24234.13,24240.27,24226.1,24226.53,955
2026-06-01 18:00:00,24226.53,24239.78,24221.86,24232.34,689
2026-06-01 18:05:00,24232.34,24264.87,24210.21,24259.93,1323
2026-06-01 18:10:00,24259.93,24270.21,24196.7,24213.77,579
2026-06-01 18:15:00,24213.77,24226.57,24213.66,24224.55,1752
2026-06-01 18:20:00,24224.55,24249.33,24218.24,24239.74,1896
2026-06-01 18:25:00,24239.74,24247.81,24208.6,24222.33,970
2026-06-01 18:30:00,24222.33,24269.02,24214.77,24261.75,589
2026-06-01 18:35:00,24261.75,24273.92,24245.93,24250.96,1039
2026-06-01 18:40:00,24250.96,24254.22,24211.39,24216.53,1424
2026-06-01 18:45:00,24216.53,24235.1,24210.69,24234.0,1208
2026-06-01 18:50:00,24234.0,24250.48,24199.62,24210.23,723
2026-06-01 18:55:00,24210.23,24215.78,24188.86,24201.79,1188
2026-06-01 19:00:00,24201.79,24212.93,24185.38,24199.73,1017
2026-06-01 19:05:00,24199.73,24202.81,24171.73,24188.94,2168
2026-06-01 19:10:00,24188.94,24189.46,24184.89,24189.03,2401
2026-06-01 19:15:00,24189.03,24207.88,24180.61,24200.24,1969
2026-06-01 19:20:00,24200.24,24210.74,24200.23,24206.29,937
2026-06-01 19:25:00,24206.29,24207.32,24184.66,24198.62,767
2026-06-01 19:30:00,24198.62,24221.48,24175.91,24188.48,1077
2026-06-01 19:35:00,24188.48,24190.31,24181.02,24181.47,1829
2026-06-01 19:40:00,24181.47,24194.46,24142.33,24150.31,1831
2026-06-01 19:45:00,24150.31,24168.57,24130.19,24147.84,1858
2026-06-01 19:50:00,24147.84,24189.58,24132.51,24177.16,568
2026-06-01 19:55:00,24177.16,24177.21,24172.53,24176.16,704
2026-06-01 20:00:00,24176.16,24195.26,24171.79,24182.92,2642
2026-06-01 20:05:00,24182.92,24197.42,24138.48,24145.79,1399
2026-06-01 20:10:00,24145.79,24155.33,24135.98,24136.54,592
2026-06-01 20:15:00,24136.54,24154.42,24133.37,24153.74,1528
2026-06-01 20:20:00,24153.74,24165.45,24130.23,24130.69,2780
2026-06-01 20:25:00,24130.69,24137.76,24119.31,24121.89,2468
2026-06-01 20:30:00,24121.89,24157.58,24115.6,24157.26,2897
2026-06-01 20:35:00,24157.26,24164.52,24147.72,24161.11,836
2026-06-01 20:40:00,24161.11,24182.02,24154.48,24176.44,802
2026-06-01 20:45:00,24176.44,24189.34,24155.72,24186.87,973
2026-06-01 20:50:00,24186.87,24204.7,24184.59,24190.32,1835
2026-06-01 20:55:00,24190.32,24196.22,24183.26,24192.62,1418
2026-06-01 21:00:00,24192.62,24258.11,24191.47,24248.04,2406
2026-06-01 21:05:00,24248.04,24255.33,24222.7,24230.84,984
2026-06-01 21:10:00,24230.84,24247.14,24216.79,24235.52,2572
2026-06-01 21:15:00,24235.52,24248.74,24229.63,24239.24,2656
2026-06-01 21:20:00,24239.24,24291.17,24235.62,24285.56,2972
2026-06-01 21:25:00,24285.56,24321.61,24282.95,24315.2,2261
2026-06-01 21:30:00,24315.2,24329.94,24310.53,24315.0,1960
2026-06-01 21:35:00,24315.0,24320.86,24307.12,24311.5,2897
2026-06-01 21:40:00,24311.5,24319.86,24309.07,24312.38,1746
2026-06-01 21:45:00,24312.38,24313.94,24303.3,24311.47,574
2026-06-01 21:50:00,24311.47,24318.21,24304.96,24315.74,1446
2026-06-01 21:55:00,24315.74,24320.84,24298.67,24306.16,1915
2026-06-01 22:00:00,24306.16,24329.29,24297.97,24328.51,1031
2026-06-01 22:05:00,24328.51,24344.14,24325.75,24340.01,2637
2026-06-01 22:10:00,24340.01,24341.26,24329.29,24336.17,2526
2026-06-01 22:15:00,24336.17,24351.93,24324.99,24336.36,2539
2026-06-01 22:20:00,24336.36,24343.2,24315.57,24325.53,2494
2026-06-01 22:25:00,24325.53,24360.92,24320.09,24339.41,1618
2026-06-01 22:30:00,24339.41,24343.27,24335.02,24342.47,2355
2026-06-01 22:35:00,24342.47,24376.13,24337.99,24370.91,1752
2026-06-01 22:40:00,24370.91,24374.81,24358.59,24362.14,577
2026-06-01 22:45:00,24362.14,24382.01,24351.31,24354.56,2272
2026-06-01 22:50:00,24354.56,24392.75,24338.61,24385.32,2969
2026-06-01 22:55:00,24385.32,24406.26,24364.56,24378.15,1492
2026-06-01 23:00:00,24378.15,24386.01,24370.69,24384.04,2651
2026-06-01 23:05:00,24384.04,24392.0,24341.66,24344.24,2169
2026-06-01 23:10:00,24344.24,24374.03,24336.3,24366.1,2146
2026-06-01 23:15:00,24366.1,24381.03,24345.67,24375.33,1754
2026-06-01 23:20:00,24375.33,24399.33,24370.86,24390.24,2743
2026-06-01 23:25:00,24390.24,24410.81,24386.62,24397.22,2158
2026-06-01 23:30:00,24397.22,24399.56,24369.7,24389.91,2400
2026-06-01 23:35:00,24389.91,24404.5,24381.1,24402.07,2594
2026-06-01 23:40:00,24402.07,24431.79,24401.82,24427.53,2455
2026-06-01 23:45:00,24427.53,24442.22,24422.57,24425.09,2616
2026-06-01 23:50:00,24425.09,24431.22,24388.78,24403.89,862
2026-06-01 23:55:00,24403.89,24406.41,24382.87,24393.0,1484
2026-06-02 00:00:00,24393.0,24417.05,24385.12,24408.62,1847
2026-06-02 00:05:00,24408.62,24423.15,24402.57,24412.31,2428
2026-06-02 00:10:00,24412.31,24445.59,24403.4,24440.99,2145
2026-06-02 00:15:00,24440.99,24444.75,24435.22,24438.72,2354
2026-06-02 00:20:00,24438.72,24445.29,24405.49,24419.74,1832
2026-06-02 00:25:00,24419.74,24454.86,24414.49,24445.22,616
2026-06-02 00:30:00,24445.22,24447.43,24419.28,24428.74,885
2026-06-02 00:35:00,24428.74,24442.74,24399.23,24424.29,2894
2026-06-02 00:40:00,24424.29,24426.64,24387.11,24397.24,1163
2026-06-02 00:45:00,24397.24,24407.99,24392.06,24394.56,2379
2026-06-02 00:50:00,24394.56,24419.54,24386.39,24413.26,1992
2026-06-02 00:55:00,24413.26,24417.26,24400.16,24400.28,1188
2026-06-02 01:00:00,24400.28,24421.8,24388.23,24420.22,826
2026-06-02 01:05:00,24420.22,24428.99,24418.87,24422.9,2762
2026-06-02 01:10:00,24422.9,24450.16,24418.86,24447.19,928
2026-06-02 01:15:00,24447.19,24456.97,24405.41,24408.96,2565
2026-06-02 01:20:00,24408.96,24436.68,24387.09,24427.68,1636
2026-06-02 01:25:00,24427.68,24473.99,24409.02,24462.77,1330
2026-06-02 01:30:00,24462.77,24469.21,24456.41,24457.4,1277
2026-06-02 01:35:00,24457.4,24464.9,24442.15,24454.09,2634
2026-06-02 01:40:00,24454.09,24463.3,24434.86,24449.46,2506
2026-06-02 01:45:00,24449.46,24456.49,24448.29,24455.6,1787
2026-06-02 01:50:00,24455.6,24458.97,24444.88,24451.27,951
2026-06-02 01:55:00,24451.27,24474.51,24443.17,24459.27,2501
2026-06-02 02:00:00,24459.27,24476.4,24450.96,24465.14,2439
2026-06-02 02:05:00,24465.14,24474.19,24457.25,24461.81,1206
2026-06-02 02:10:00,24461.81,24467.27,24422.27,24433.79,2257
2026-06-02 02:15:00,24433.79,24473.93,24430.55,24465.38,2390
2026-06-02 02:20:00,24465.38,24483.15,24462.36,24482.87,1020
2026-06-02 02:25:00,24482.87,24526.5,24476.82,24507.1,2281
2026-06-02 02:30:00,24507.1,24523.79,24479.16,24489.09,2675
2026-06-02 02:35:00,24489.09,24511.58,24480.28,24509.82,2581
2026-06-02 02:40:00,24509.82,24552.37,24505.59,24545.92,841
2026-06-02 02:45:00,24545.92,24557.7,24537.07,24555.4,2815
2026-06-02 02:50:00,24555.4,24576.08,24542.95,24553.62,1201
2026-06-02 02:55:00,24553.62,24563.87,24553.39,24558.25,2345
2026-06-02 03:00:00,24558.25,24560.04,24539.08,24551.99,648
2026-06-02 03:05:00,24551.99,24564.47,24541.12,24562.44,1636
2026-06-02 03:10:00,24562.44,24589.42,24561.29,24575.91,1257
2026-06-02 03:15:00,24575.91,24586.35,24565.84,24585.9,2285
2026-06-02 03:20:00,24585.9,24587.0,24552.5,24575.54,981
2026-06-02 03:25:00,24575.54,24579.86,24553.12,24573.81,2620
2026-06-02 03:30:00,24573.81,24580.06,24556.03,24577.05,2589
2026-06-02 03:35:00,24577.05,24584.22,24575.51,24576.2,1752
2026-06-02 03:40:00,24576.2,24599.29,24574.24,24593.94,511
2026-06-02 03:45:00,24593.94,24638.55,24592.86,24628.97,2299
2026-06-02 03:50:00,24628.97,24658.29,24621.43,24652.09,1723
2026-06-02 03:55:00,24652.09,24677.34,24637.14,24676.71,988
2026-06-02 04:00:00,24676.71,24686.31,24674.27,24684.44,749
2026-06-02 04:05:00,24684.44,24691.04,24658.21,24661.46,636
2026-06-02 04:10:00,24661.46,24662.85,24645.78,24657.99,1489
2026-06-02 04:15:00,24657.99,24658.59,24645.55,24651.52,1966
2026-06-02 04:20:00,24651.52,24656.03,24616.85,24626.23,682
2026-06-02 04:25:00,24626.23,24662.23,24609.09,24649.23,1872
2026-06-02 04:30:00,24649.23,24678.9,24625.41,24671.38,1631
2026-06-02 04:35:00,24671.38,24685.25,24661.79,24684.51,2131
2026-06-02 04:40:00,24684.51,24712.67,24679.92,24706.52,1196
2026-06-02 04:45:00,24706.52,24720.97,24656.69,24661.8,2924
2026-06-02 04:50:00,24661.8,24674.88,24639.57,24653.78,2550
2026-06-02 04:55:00,24653.78,24670.53,24641.67,24644.37,2533
2026-06-02 05:00:00,24644.37,24651.28,24625.98,24626.3,1463
2026-06-02 05:05:00,24626.3,24639.37,24624.37,24630.51,1825
2026-06-02 05:10:00,24630.51,24647.35,24629.17,24645.48,1833
2026-06-02 05:15:00,24645.48,24648.08,24611.51,24633.61,725
2026-06-02 05:20:00,24633.61,24634.55,24621.49,24626.12,1226
2026-06-02 05:25:00,24626.12,24660.4,24620.99,24647.62,2609
2026-06-02 05:30:00,24647.62,24693.86,24627.41,24687.86,1487
2026-06-02 05:35:00,24687.86,24693.3,24671.77,24672.05,1855
2026-06-02 05:40:00,24672.05,24673.74,24669.68,24670.81,1483
2026-06-02 05:45:00,24670.81,24677.06,24669.89,24674.94,1413
2026-06-02 05:50:00,24674.94,24676.96,24665.48,24665.63,2771
2026-06-02 05:55:00,24665.63,24695.18,24665.3,24687.02,1846
2026-06-02 06:00:00,24687.02,24721.03,24672.26,24710.85,1785
2026-06-02 06:05:00,24710.85,24729.09,24710.27,24719.17,2639
2026-06-02 06:10:00,24719.17,24738.51,24709.57,24733.94,690
2026-06-02 06:15:00,24733.94,24763.34,24728.59,24754.99,2680
2026-06-02 06:20:00,24754.99,24762.49,24742.12,24748.32,2903
2026-06-02 06:25:00,24748.32,24771.34,24745.23,24757.23,2047
2026-06-02 06:30:00,24757.23,24761.09,24744.99,24760.67,1199
2026-06-02 06:35:00,24760.67,24777.62,24754.64,24774.1,1085
2026-06-02 06:40:00,24774.1,24797.59,24763.43,24795.46,2584
2026-06-02 06:45:00,24795.46,24799.48,24786.53,24788.28,1230
2026-06-02 06:50:00,24788.28,24802.54,24786.17,24797.11,521
2026-06-02 06:55:00,24797.11,24834.67,24795.96,24830.35,2853
2026-06-02 07:00:00,24830.35,24873.37,24815.0,24866.72,528
2026-06-02 07:05:00,24866.72,24905.7,24866.12,24891.61,1069
2026-06-02 07:10:00,24891.61,24904.25,24879.92,24903.82,1598
2026-06-02 07:15:00,24903.82,24915.85,24892.02,24905.76,2062
2026-06-02 07:20:00,24905.76,24910.86,24862.04,24872.51,2480
2026-06-02 07:25:00,24872.51,24875.7,24853.19,24855.79,1291
2026-06-02 07:30:00,24855.79,24875.98,24851.24,24872.9,2977
2026-06-02 07:35:00,24872.9,24874.32,24861.69,24872.37,2535
2026-06-02 07:40:00,24872.37,24883.93,24857.63,24881.62,2375
2026-06-02 07:45:00,24881.62,24920.87,24878.78,24908.64,1516
2026-06-02 07:50:00,24908.64,24925.6,24900.63,24916.65,1083
2026-06-02 07:55:00,24916.65,24920.66,24868.72,24885.73,571
2026-06-02 08:00:00,24885.73,24924.52,24882.77,24921.06,665
2026-06-02 08:05:00,24921.06,24930.27,24909.91,24919.76,2543
2026-06-02 08:10:00,24919.76,24920.18,24902.32,24902.35,1609
2026-06-02 08:15:00,24902.35,24907.84,24871.18,24881.5,1435
2026-06-02 08:20:00,24881.5,24881.84,24863.3,24865.73,2663
2026-06-02 08:25:00,24865.73,24878.19,24854.21,24864.17,589
2026-06-02 08:30:00,24864.17,24887.58,24859.73,24881.97,1828
2026-06-02 08:35:00,24881.97,24883.87,24866.04,24873.97,2770
2026-06-02 08:40:00,24873.97,24909.8,24870.43,24906.58,1607
2026-06-02 08:45:00,24906.58,24928.29,24901.76,24918.85,2554
2026-06-02 08:50:00,24918.85,24948.36,24906.68,24930.57,1394
2026-06-02 08:55:00,24930.57,24942.54,24910.93,24938.93,1373
2026-06-02 09:00:00,24938.93,24973.41,24923.34,24969.27,2060
2026-06-02 09:05:00,24969.27,24991.5,24965.45,24988.62,1249
2026-06-02 09:10:00,24988.62,24993.38,24964.48,24970.05,806
2026-06-02 09:15:00,24970.05,25002.18,24959.27,24990.38,811
2026-06-02 09:20:00,24990.38,24992.14,24984.86,24991.06,2640
2026-06-02 09:25:00,24991.06,25003.17,24969.32,24972.65,1402
2026-06-02 09:30:00,24972.65,24993.29,24964.26,24992.29,903
2026-06-02 09:35:00,24992.29,25020.47,24985.47,25008.01,1455
2026-06-02 09:40:00,25008.01,25026.02,24978.95,24979.9,2882
2026-06-02 09:45:00,24979.9,25013.5,24971.94,25011.95,1254
2026-06-02 09:50:00,25011.95,25027.97,25007.16,25026.36,2568
2026-06-02 09:55:00,25026.36,25031.99,25000.23,25003.79,2647
2026-06-02 10:00:00,25003.79,25012.24,24988.94,25009.62,2351
2026-06-02 10:05:00,25009.62,25024.11,24993.9,25008.71,2778
2026-06-02 10:10:00,25008.71,25045.05,25005.45,25029.39,2540
2026-06-02 10:15:00,25029.39,25038.81,25006.58,25009.24,760
2026-06-02 10:20:00,25009.24,25035.55,24995.23,25029.18,1129
2026-06-02 10:25:00,25029.18,25029.87,25012.72,25024.27,2301
2026-06-02 10:30:00,25024.27,25028.09,24988.6,25008.31,2860
2026-06-02 10:35:00,25008.31,25011.44,24982.48,24985.63,2456
2026-06-02 10:40:00,24985.63,25014.08,24979.26,24994.7,2347
2026-06-02 10:45:00,24994.7,25021.43,24992.55,25012.16,1119
2026-06-02 10:50:00,25012.16,25012.56,24991.73,25002.87,1582
2026-06-02 10:55:00,25002.87,25014.9,24984.88,25014.19,1729
2026-06-02 11:00:00,25014.19,25028.74,24980.59,24998.33,625
2026-06-02 11:05:00,24998.33,24999.59,24990.42,24994.5,1708
2026-06-02 11:10:00,24994.5,24999.03,24947.6,24966.7,1817
2026-06-02 11:15:00,24966.7,24981.94,24957.34,24971.97,1391
2026-06-02 11:20:00,24971.97,24982.8,24962.31,24976.95,585
2026-06-02 11:25:00,24976.95,24984.19,24963.03,24974.0,1642
2026-06-02 11:30:00,24974.0,24979.99,24952.37,24976.7,802
2026-06-02 11:35:00,24976.7,24980.74,24975.06,24975.67,2363
2026-06-02 11:40:00,24975.67,24988.06,24971.11,24986.79,2908
2026-06-02 11:45:00,24986.79,25007.34,24980.0,25004.62,1509
2026-06-02 11:50:00,25004.62,25013.0,24972.56,24975.57,988
2026-06-02 11:55:00,24975.57,24982.01,24968.51,24979.29,993
2026-06-02 12:00:00,24979.29,24986.2,24970.17,24977.28,1867
2026-06-02 12:05:00,24977.28,24986.1,24958.22,24970.23,1210
2026-06-02 12:10:00,24970.23,24979.88,24913.97,24933.88,1235
2026-06-02 12:15:00,24933.88,24965.54,24928.47,24953.9,2509
2026-06-02 12:20:00,24953.9,24956.71,24921.08,24932.5,1526
2026-06-02 12:25:00,24932.5,24950.67,24931.98,24945.06,1973
2026-06-02 12:30:00,24945.06,24945.24,24926.48,24936.89,803
2026-06-02 12:35:00,24936.89,24946.09,24887.34,24909.3,542
2026-06-02 12:40:00,24909.3,24926.72,24907.02,24921.54,1214
2026-06-02 12:45:00,24921.54,24939.55,24917.2,24928.59,640
2026-06-02 12:50:00,24928.59,24931.12,24899.79,24915.02,2192
2026-06-02 12:55:00,24915.02,24916.64,24900.72,24913.25,605
2026-06-02 13:00:00,24913.25,24947.47,24907.82,24940.51,849
2026-06-02 13:05:00,24940.51,24945.46,24903.24,24911.95,1562
2026-06-02 13:10:00,24911.95,24947.19,24910.51,24945.19,2845
2026-06-02 13:15:00,24945.19,24946.48,24921.15,24928.32,2298
2026-06-02 13:20:00,24928.32,24938.69,24910.99,24920.01,2688
2026-06-02 13:25:00,24920.01,24932.1,24916.56,24921.24,1743
2026-06-02 13:30:00,24921.24,24927.21,24895.98,24908.61,2160
2026-06-02 13:35:00,24908.61,24941.69,24906.22,24940.1,1572
2026-06-02 13:40:00,24940.1,24959.86,24932.87,24953.55,645
2026-06-02 13:45:00,24953.55,24958.66,24939.57,24943.46,1962
2026-06-02 13:50:00,24943.46,24946.25,24916.38,24922.08,1130
2026-06-02 13:55:00,24922.08,24941.34,24920.79,24929.53,2966
2026-06-02 14:00:00,24929.53,24966.78,24924.51,24946.88,940
2026-06-02 14:05:00,24946.88,24949.71,24922.21,24922.23,2326
2026-06-02 14:10:00,24922.23,24960.63,24905.41,24952.33,1498
2026-06-02 14:15:00,24952.33,24961.71,24912.11,24916.79,2103
2026-06-02 14:20:00,24916.79,24941.69,24913.38,24927.03,1243
2026-06-02 14:25:00,24927.03,24937.21,24907.93,24923.37,572
2026-06-02 14:30:00,24923.37,24929.77,24898.28,24903.56,1455
2026-06-02 14:35:00,24903.56,24909.15,24893.69,24900.0,2696
2026-06-02 14:40:00,24900.0,24925.37,24890.14,24911.36,557
2026-06-02 14:45:00,24911.36,24935.61,24900.48,24924.56,1695
2026-06-02 14:50:00,24924.56,24954.59,24922.21,24937.07,1161
2026-06-02 14:55:00,24937.07,24973.17,24936.38,24968.15,2368
2026-06-02 15:00:00,24968.15,24998.0,24965.21,24991.75,1132
2026-06-02 15:05:00,24991.75,25012.77,24965.84,24970.34,847
2026-06-02 15:10:00,24970.34,24992.79,24963.38,24985.91,1607
2026-06-02 15:15:00,24985.91,24992.65,24963.09,24965.12,2266
2026-06-02 15:20:00,24965.12,24979.5,24953.97,24970.48,980
2026-06-02 15:25:00,24970.48,24977.07,24959.91,24970.93,2908
2026-06-02 15:30:00,24970.93,24975.5,24927.95,24937.88,810
2026-06-02 15:35:00,24937.88,24941.92,24894.35,24899.13,2690
2026-06-02 15:40:00,24899.13,24901.49,24890.86,24900.6,2193
2026-06-02 15:45:00,24900.6,24906.93,24891.47,24895.37,1447
2026-06-02 15:50:00,24895.37,24904.2,24879.13,24885.54,2485
2026-06-02 15:55:00,24885.54,24887.93,24878.18,24887.71,1633
2026-06-02 16:00:00,24887.71,24893.91,24883.11,24892.87,1463
2026-06-02 16:05:00,24892.87,24915.4,24892.38,24910.83,591
2026-06-02 16:10:00,24910.83,24929.77,24902.38,24911.99,889
2026-06-02 16:15:00,24911.99,24926.9,24898.09,24909.4,2834
2026-06-02 16:20:00,24909.4,24909.96,24891.93,24897.0,1852
2026-06-02 16:25:00,24897.0,24903.38,24881.92,24889.61,2810
2026-06-02 16:30:00,24889.61,24891.14,24881.17,24882.62,2648
2026-06-02 16:35:00,24882.62,24896.48,24874.41,24882.67,1319
2026-06-02 16:40:00,24882.67,24903.61,24874.78,24899.78,2097
2026-06-02 16:45:00,24899.78,24923.36,24887.67,24911.91,2702
2026-06-02 16:50:00,24911.91,24936.5,24904.0,24933.65,1009
2026-06-02 16:55:00,24933.65,24952.47,24930.14,24947.37,2952
2026-06-02 17:00:00,24947.37,24950.89,24924.22,24937.53,2760
2026-06-02 17:05:00,24937.53,24944.58,24927.85,24940.84,2885
2026-06-02 17:10:00,24940.84,24947.7,24915.76,24915.85,2291
2026-06-02 17:15:00,24915.85,24956.03,24907.45,24955.78,2231
2026-06-02 17:20:00,24955.78,24960.77,24938.95,24948.77,1959
2026-06-02 17:25:00,24948.77,24961.13,24939.54,24958.37,2944
2026-06-02 17:30:00,24958.37,24968.24,24955.44,24966.74,2779
2026-06-02 17:35:00,24966.74,24986.15,24958.28,24963.74,1275
2026-06-02 17:40:00,24963.74,24975.91,24957.97,24968.71,1355
2026-06-02 17:45:00,24968.71,24972.01,24966.38,24971.74,1531
2026-06-02 17:50:00,24971.74,24973.41,24953.04,24965.17,2174
2026-06-02 17:55:00,24965.17,24970.67,24936.93,24947.68,2989
